id,title,identifier,score_all,name,description,onet_competency
420,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists,"Visier is a great place to be for those who want to build an amazing product as well gain some highly demanded tech skills along the way.
The people here are smart and work very hard (there's some long days/nights). Management does a great job recognizing deserving individuals and rewards them for their contributions. One of the main things that sets Visier apart is its vision of the future. Management has clear and ambitious goals for the company and if you're on board to help build it, you'll have a very enjoyable and rewarding career.","['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
421,"Data Scientist, Senior Consultant",15-1111.00,0.9385217255875408,Computer and Information Research Scientists,"I am really enjoying myself here. The following sums up the top qualities of this company.

- Great leadership - The leaders have been in the business analytics industry for a couple of decades and know exactly what to look for in a groundbreaking and innovative product of the future.

- Warm workplace community - Visier is still a very small company so everyone knows each other's names. Executives know your name and will talk to you on a regular basis. My previous company was a large company and the top 6 rungs of management have no idea who you are nor what you do.

- Trust and empowerment - leadership within Visier is strongly empowering. For example, our Coops are treated like full time employees and will have full access to tasks and technology that regular employees have access to. Also, people get recognized for all achievements and management do a very good job of making sure to give feedback that promotes your growth.

- Explosive growth - Visier is still in the growth stage of their business and is working hard to hit that explosion in growth. Being a part of Visier while it's young can be very rewarding in the future.","['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
422,"Data Scientist - Coop (Mississauga, ON)",15-1111.00,0.7680491088916453,Computer and Information Research Scientists,"convenient location: Its location is close to Broadway skytrain station;

Free fruit; Free beverage;","['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
423,Data Scientist/Time Series,15-1111.00,0.768414946407498,Computer and Information Research Scientists,"Great collaborative people, lots of sportive activities available on site - great travels - learned a lot about working with diverse international company","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
424,"Research Scientist, Data Visualization",15-1111.00,0.849718130817841,Computer and Information Research Scientists,Rio Tinto is a good company to work for as they support personnel growth and provide numerous opportunities to develop. The business is global and had opportunities world wide if you are willing to travel.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
425,Data Scientist,15-1111.00,0.836615593379333,Computer and Information Research Scientists,"Excellent Relocation Package, Learning opportunity, excellent development program. Consistent Global procedures. equal opportunity employer. Good motivation.","['Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
426,Sr. Data Scientist,15-1111.00,0.8776025589718709,Computer and Information Research Scientists,"Rio-tinto is the worst place I have ever worked in my place.The work cuture is bad no different with being in jail.

If you work over time,people complain.If you called for work they complain,

Bad work culture that is full of back stubbing and witchunt.

Gown ups acting like children
Grown up reporting little things like small chsildren would do.

Offend someone and they start to witch hhunt on you..

Make mistake and you are fired on the spot.

Worst mistake of my life","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
427,Intern- Data Science,15-1111.00,0.8638339016105961,Computer and Information Research Scientists,"This company is one you should enter expecting to work for until retirement. They have competitive benefits plans, a pension plan, as well as lots of time off in the form of earned days / vacation time.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
428,Software Engineer - Backend (Big Data) - Toronto,15-1141.00,0.8621002140698648,Database Administrators,I have read the reviews prior to logging in and unfortunately they are real. Pressed for production with faulty equipment by clueless management every shifts.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
429,Data Analyst,15-1199.07,0.8067490634124286,Data Warehousing Specialists,Pay scales are very outdated for the administrative staff as well as company structure around what every department needs . As someone who is scheduling workers and vacation planning to ensure plant has resources to run and then summer students in university are coming in making a large amount of money over the permanent worker.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
430,"Analyst, Customer Analytics",15-2041.00,0.8548094163718766,Statisticians,"If this is a review working at rio tinto. It’s a great place to work overall in any department. Anyone who wants to work underground, it’s good place to start","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
431,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts,"Rio Tinto has well organised structures and systems enabling employees to work in a professional manner. Rio Tinto also enabled me to learn a lot of work related and life skills that I took with me to the other organisations that I worked for. I joined Rio Tinto at the tender age of 20 and worked until I was 31. basically everything that I took with me to other organisations, I learnt from Rio Tinto.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
432,Big Data Operations Specialist,15-1121.00,0.8682365235027729,Computer Systems Analysts,breakfast and lunch ready at 6am. supper ready at 5:30 to 8:30. 38 man camp. clean up of showers and main eating area. floors and prep for next day.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
433,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists,"Safety is key and looked at seriously. Ideas on improving safety or production are well received on all levels of management.
Getting home safely to our families is a company priority","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
434,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists,"One of the best places to work. Health, Security and Environment are placed on top when it comes to take a decision! ...............................","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
435,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists,"Unfortunately, the HR culture is mainly one of threat and intimidation. They can't make you, but they can break you. When one has previously worked for a world leader, in a culture that strives towards excellence: difficult to adapt in the Rio Tinto world. Observations of corruption not uncommon.","['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
436,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists,"Pay and benefits are awesome. But there is a real factory mentality, in which management and employees are strongly divided. This results in unhappy people going through the motions of their daily work routines in misery.","['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
437,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists,Je suis à L embauche de Rio Tinto depuis 9 ans et j aimerais voir d'autres défis dans mes domaines d études.Il n y a pas d avancement pour les installations du Saguenay.,"['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
438,Data Scientist,15-1111.00,0.8109165578279549,Computer and Information Research Scientists,I speak for the site I was on on Kitimat BC but it is a very toxic environment very clickie high stress job as an Operations Supervisor with little to no support from upper management which managers have less knowledge than supervisors,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
439,Data Scientist,15-2041.00,0.8250776639886467,Statisticians,"Working in the aluminum industry is tough but compensation is worth it. The factory is hot during summer. Shifts are 12h a day, 3-day straight and then off for 2.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
440,Jr. and Sr. Analytics Consultant,15-1111.00,0.8656241656818164,Computer and Information Research Scientists,"Stable future, learning opportunities and good compensation. That being said working with a management team who are counting the days down to retirement gets tiring quickly. Nothing changes for the better.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
441,Data Scientist (1 Year Contract),15-1111.00,0.8280663618944524,Computer and Information Research Scientists,More a dinosaur than a company. The organization is all and very financially oriented rather than operational. Very tense environment during downturn cycles.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
442,Data Scientist,15-1111.00,0.8648949332659405,Computer and Information Research Scientists,Compagnie offrant beaucoup de bénéfices et d'opportunités de carrière. Son caractère international en font une compagnie trés diversifié. Beaucoup de responsabilités aux nouveaux diplomés.,"['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
443,"Director, Advanced Data Analytics Products",15-1121.00,0.8359680779123386,Computer Systems Analysts,"The company is in a constant state of flux, and people do not know who to reach out to in order to get things done. Also there is very little thought to work life balance.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
444,Senior Data Scientist - Product Sourcing,15-1199.07,0.8738536076132996,Data Warehousing Specialists,"Great collaborative people, lots of sportive activities available on site - great travels - learned a lot about working with diverse international company","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
445,"Associate - Quantitative Analytics, Structured Finance Model...",13-2099.01,0.8270380175199676,Financial Quantitative Analysts,"Company in constant transformation. Maximization of the shareholders value prevails over other value. The eNPS score is negative year after year -
Strong at - Safety, financial stability, respect and integrity
Areas of improvement: employees empowerment, career development,","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
446,Senior Data Scientist (Toronto),15-1111.00,0.8844902171308371,Computer and Information Research Scientists,Great place to work but the facility is now closed in Thunder Bay. Always looked for ward to going to work and didn't have to take the job home with me.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
447,Data Science Engineer,15-1199.07,0.8422136194670774,Data Warehousing Specialists,Typical day is &AM to 3PM. Hours are pretty flexible. safety is very important. Many jobs get stopped because of safety. safety incidents are very important.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
448,Data Analyst,15-1121.00,0.9013619620320428,Computer Systems Analysts,Awesome place to work lots of good people. Good work in Inviorment lots of training. Some days are really busy but others not so much. Very well paying job and must people don’t quit till retirement.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
449,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts,"Pluses include: global opportunities , challenging projects , multiple commodities, strong safety culture

Deltas include: limited operations within Canada","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
450,Big Data Operations Specialist,15-1121.00,0.8682365235027729,Computer Systems Analysts,"Opportunities to learn, great knowledge sharing, various tasks, beautiful office, accessible management, international experience, public company experience","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
451,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists,"Started as a contract supervisor.After a year on contract was offered a full time position.Biggest mistake of my life.Constantly harrassed by superiors, at no time did a person ever do a good job.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
452,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists,"if you are considering this job please think twice
the work force is on a 8 week old strike right now. so if your interested in being a scab go for it you wont be welcome in this town..
as a foreman there you are the one they will point a finger at when they the mangers do wrong..","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
453,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists,"Great supportive team members and workplace culture.
Mangament was very supportive and everyone worked as a team.
Learned various facets of the Company which created a proactive learning environment.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
454,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists,"Good place to work very performance driven and stable, good community but has its down falls in certain areas. Overall good work place and there is a strong fellowship. ..","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.']"
455,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists,I found it to be an enjoyable place to work. Show up and do your job and it is a good place to work. Kitimat is a beautiful place to live and work..,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
456,Data Scientist,15-1111.00,0.8109165578279549,Computer and Information Research Scientists,"Good pay, lots of family time, pension plan. Unfortunately, like many large companies, people are not a priority. Production over the safety (circumventing safety rules for own purposes) World class smelter my butt. They forget about their people. The plant is definitely not built around people. People are to be exploited and disrespected and there is little chance for moving up not that you want to go into management as you seem to get brain washed when you do become a foreman. No one is willing to stand up for sensibility or the good operators. Doomed to fail.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
457,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists,"Every day was a very pleasant day when we were driving to the Gate house.The safety that i was feeling just before I enter the plant and
even at the end of the day.They all kept us safe.
I leaned how to minimize my risks for any accident me and my group of workers.The EHS personal kept us updated daily for any Hazards in all areas.Had to have our eyes open for any slip-trip hazards and any spills around our work place.Most enjoyable part for me was to understand the progress and working in all the areas of the plant meeting new operators and CEO personal daily.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
458,Big Data Operations Specialist,15-1121.00,0.8682365235027729,Computer Systems Analysts,Camp work rotational fly in only twelve hour shifts. Limited resources at camp site poor food choices and not the cleanest. Very cold and isolated in the winter,"['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
459,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts,It was a privilege to work in Madagascar and with very professional people. They give me the opportunity to learn and to take initiative in my function. The experience was unforgettable.,"['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
460,DevOps Engineer - Data Analyst,15-1111.00,0.8884337730569567,Computer and Information Research Scientists,"As a shift worker it's always diffult to have proper rest. The work environment is challenging but it is then multiplied by the poor management in place. They don't respect any of the front line workers. They don't honour collective agreements and feel like they can do whatever they want without consequence. They disregard health and safety in favour of production and put workers at risk. Fortunately, it is a Unionized work place and we enjoy great wages and benefits. If they keep treating their workers poorly they won't have any left to do the job.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
461,Sr. Data Scientist,15-1111.00,0.8607878373485512,Computer and Information Research Scientists,"Working at a large operation, there are several technical challenges which makes the work very interesting. Being part of a large organization, you have numerous resources available in which you can tap into when you come across problems that the operation has not previously experienced.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
462,Senior Data Scientist,15-1111.00,0.9256056932877692,Computer and Information Research Scientists,"Management and operations were very helpful and accommodating for QC testing. The only limitation was what you would be willing to do, or learn, on site. Overall the people on site, at all levels, were a lot of fun to work with.","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
463,Data Science Co-op,15-1111.00,0.7902510456343891,Computer and Information Research Scientists,"Higly intellectual staff but treat people as mechanical object. Very cost and production driven company, which find it difficult engage people. They are loosing touch to the very heart of the business - their people.
Work life balance is hard to achieve. It's a very stressful work environment.","['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
464,Senior Data Scientist,15-1111.00,0.8684512091535029,Computer and Information Research Scientists,"Very aggressive Outsourcing to IBM which puts the Finance operations at risk. Good change management, great team, but aggresive implementation schedule.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
465,Senior Data Scientist - Multiple Roles,15-1111.00,0.8536916637544394,Computer and Information Research Scientists,"Great collaborative people, lots of sportive activities available on site - great travels - learned a lot about working with diverse international company","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
466,"Data Scientist, GEMINI (Contract)",15-1111.00,0.8915851861622234,Computer and Information Research Scientists,Good company to work with. The work environment is challenging and give an individual lot of opportunities to learn new things and evolve as an independent consultant.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
467,Principal Data Scientist,15-1111.00,0.8577600217042788,Computer and Information Research Scientists,Management is cut throat. They compete between each other and stab each other in the back to seem better at their job.They do not promote or provide a heathy work place.,"['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
468,"Data Scientist, Supply Chain/Customer Profitability",15-1121.00,0.8175112261153088,Computer Systems Analysts,Rio Tinto make me who i am today good training on safe work procedure safe work place Rio tinto give training to literary people or to people with no experience,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
469,Machine Learning Engineer,15-1133.00,0.8078257202143555,"Software Developers, Systems Software","It is a great place to work, but like many large corporations, you are just a number, and sometimes your number comes up. I would go back in a heart beat if asked.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
